what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304295827483
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304295831751
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296127850
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304296127864
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304296129062
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296145415
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296149878
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296159086
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296159546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1304296166330
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296167331
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296189058
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296189238
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1304296192044
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296198322
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1304296224069
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296230375
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296230419
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1304296231366
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296231558
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296231601
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296232687
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296243122
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1304296254751
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296280096
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296288825
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296290728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296296760
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296297688
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296299149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296299986
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296302200
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296307332
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296308770
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1304296308932
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1304296309075
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1304296309168
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1304296309168
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1304296309170
